style	pair_id	text1_id	text2_id	text1	text2	intercoder	comparison	intensity1	intensity1_num	intensity2	intensity2_num	comparison_label
Positive Emotion	643613a9ba684a4d73bf1da459670929	8cfce5b93caf9a352ecec06f0dd7bde1	2552d63bbd24086544e5e86fe404ad4a	Even today, though, there are families managing their lives with some difficulty.	I urge hon  Friends and hon  Members to agree to the Lords amendments in this group, but to reject Opposition amendment   to Lords amendment 31.	FALSE	0	1	1	1	1	both similarly representative of <STYLE>
Positive Emotion	66c191ee7d7964f291a43ad69de5c060	6f75ff8d1b4029b6cd8994fd80e8d701	ad575ae9c40f46084f91138c54e4ffe6	I am grateful to the right hon  Gentleman, who is, as always, very courteous in these matters.	I apologise to the hon  Gentleman, who is always meticulous about such matters, and to the House.	FALSE	1	4	4	2	2	text one more representative of <STYLE>
Positive Emotion	677516f3726814199ef69951ad6bb82d	fb2066bcb516c2ef7161276fe9bd3271	8ab44e45dd07b06674bb054d6d071aa0	I enjoyed the story about the ferry, although I am not sure I was meant to enjoy it.	We heard in her excellent opening speech the obvious sincerity and enthusiasm with which  she is embracing this subject.	FALSE	-1	2	2	3	3	text two more representative of <STYLE>
Positive Emotion	679604a32140d08a0c74cb136f53c930	7ee348472e73c87f1a6b3a58a3c7ddf3	1999dda15bd9403b96062c336056219c	For example, hon  Members say, ""Yesterday, I spoke, according to the record"" -	That work was inevitably full of expertise and always constructive; I thank her for that.	FALSE	-1	1	1	3	3	text two more representative of <STYLE>
Positive Emotion	6a86b7e88cd46bc28a881ce7b2cf30d4	cc231ffa9f641f1713f60be6d5d1d6d7	4d5ce46b120654d254beb8680095f285	The hon  Gentleman made an entertaining, witty speech, full of humility for his constituency.	In view of the intense speculation of the past two days, however, I thought it important that I should make this early report to the House.	FALSE	1	5	5	1	1	text one more representative of <STYLE>
Positive Emotion	6ee29f310ef9c082bc0bf2f2d6a19c71	dd5238e30a96d2011ca8fbdd033f725e	bba5865945c6e85e869cd734b4b898de	With hindsight, does my right hon  Friend think that everything was done for the best yesterday?	I am not surprised, because the hon  Gentleman has a bit of a cheek.	FALSE	0	1	1	1	1	both similarly representative of <STYLE>
Positive Emotion	6ee4b190a8708a1f139f530ee26ae4fe	6ed62ea97c198ba45810d3081d74e5b5	6d54928c9a4469b51e9aad94d163ccf6	We heard further predictable speeches by Opposition Members during the debate on Report, and doubtless we will hear more this afternoon.	I am always excited and in a state of eager anticipation to hear what the right hon  Gentleman has to say on everything.	FALSE	-1	4	4	5	5	text two more representative of <STYLE>
Positive Emotion	7055b965f3eb322c5a635435da98879a	4e754db39d55ddbb32d213f7f0f238ba	a5d94ace2f8dea64abf4361f92746479	I am happy to assure the hon  Gentleman that all options for boundary changes can be considered in Committee - that is what that stage is about.	I read the Minister's speech with great anticipation and could hardly contain my excitement.	FALSE	-1	1	1	5	5	text two more representative of <STYLE>
Positive Emotion	71b2738168a887dc5bd6be1b035f800b	880e666833e9f4b6afe39512b3683010	6d2bda45eb42200ba13752ab453dab3d	I am glad that the hon  Gentleman's question was greeted with hilarity by his colleagues.	I thank and congratulate everyone who has contributed to this fantastic, wide-ranging, informative and, as was mentioned, entertaining debate.	TRUE	-1	NA	NA	NA	NA	text two more representative of <STYLE>
Positive Emotion	72d0ceb3ca32381491fec6c9c4f58a27	6e63ec9a3bcf0f5f9ce7f825e2e77de5	c8e869fc989aaa1cd8b9f6fa1298431e	I am grateful for the compliment, which I take genuinely in the spirit in which it is intended.	We look forward with great excitement to 1 April when it will be up and running.	FALSE	-1	4	4	5	5	text two more representative of <STYLE>
Positive Emotion	7455ddf0891ad952339a4ba649e5b5dd	24e182c869d571725c15aaa9435f73a6	040f171b8bf6e578c9c44022d8389647	I am grateful that, just like his predecessor, the Home Secretary has assured us that the Home Office will from now on see people as people, it will not treat them as numbers and it will not see immigration as a problem.	I was impressed by the enthusiasm of those who made their maiden speeches and their passion for being here.	TRUE	-1	NA	NA	4	4	text two more representative of <STYLE>
Positive Emotion	75450c52f865899414ab0d49b89c57f2	e58177e7de1b714399958120a291e62a	188a03526176df5b91f082c893cde0f9	As he is the Prime Minister of the coalition, I am sure we can look forward to a commitment on that at some time in the future.	I say in all politeness and courtesy to my hon  Friend that we are now spending a lot of time discussing when the debate should happen.	FALSE	0	1	1	1	1	both similarly representative of <STYLE>
Positive Emotion	75f5970ac416c72d7b6cd07823a512ac	4f2e444532d34f1a2c6c0d8d8cb8075d	57cdcde0ce301c91e8c6427bcf8e66e0	I compliment him on his excellent introductory speech, which set out many of the crucial issues.	I appreciated the comments of the hon  Member for Chesterfield on national missile defence.	FALSE	1	3	3	2	2	text one more representative of <STYLE>
Positive Emotion	7dd2fa4c84296436abe48702d0e23a75	9082422ac66eca7f75ca47917984b6ff	e0e5d6c931ea2b6e93591b9c84615ee5	I hope that that straightforward proposal will command support in the House this afternoon.	I have always found the hon  Gentleman to be a courteous man and a courteous Minister.	FALSE	-1	2	2	4	4	text two more representative of <STYLE>
Positive Emotion	7f0c781b67b3e12de928da4b1e10cf06	a5b4fbf4ef17894bb5d2c771c2ec00ab	7ea3fe61dfbba7591a3ee010c04ddee7	They took part in a long investigation and I am pleased that they have been here this afternoon.	I thank the Minister for her answer, but in same-sex relationships and in orthodox religious communities domestic violence is often under-reported.	FALSE	1	NA	NA	NA	NA	text one more representative of <STYLE>
Positive Emotion	83a58d3d363c10d41cd24ecc1b0cc246	9cdae83619b13808c702296ba137e1f5	12c1c83aa07d530e313c19db383622d4	I am sure I will be getting all sorts of pleasant surprises on my birthday.	If I can attend, I will do so, and I will look forward to it.	FALSE	1	NA	NA	2	2	text one more representative of <STYLE>
Positive Emotion	872e41adf2e3b1a6ff3634e515815821	39ae2e180b8fcdb69cd0bfdb18b210ed	02846f86c623994421708c99c0ce2ba4	There is the Northern line and there will be the Jubilee line extension, which we look forward to with much excitement.	I was very saddened to hear that so many people still think that beating children is an effective means of promoting good behaviour.	FALSE	1	3	3	1	1	text one more representative of <STYLE>
Positive Emotion	8a065a49a7751eb339af6702381a56c6	b21438f412151106c0fe1bc4460eaba5	c971d81bd75bb66839119a9e12950908	I was struck by the love and passion of those involved in restoring the building.	Again, this evening, we have seen Government Members troop through the Lobby to stand up for the monopoly water companies, and against the interests of households.	FALSE	1	NA	NA	1	1	text one more representative of <STYLE>
Positive Emotion	902b4c24e05cae18fe1c07fb2b6c30be	d513ed7b2c71dc7f6b82580c24888441	c558e9d53b226227074f09d26e6769c1	The impact of losing passporting rights and the risks of relying on so-called equivalence are not the only major worries for our financial services.	They have had a terrible time - but things are even worse for the ordinary Zimbabweans.	FALSE	0	1	1	1	1	both similarly representative of <STYLE>
Positive Emotion	97c2ae07ce442f5b7cf63a21b1aec97b	ff4c430d4272ebbbc67c43bdd79cc510	9ef473387c9f263015a3cc96cec7959b	I have always supported EU expansion, and I look forward to further expansion in the future.	I am very grateful to my hon  Friend, whose speech I am enjoying greatly.	FALSE	-1	2	2	4	4	text two more representative of <STYLE>
Positive Emotion	981467de3aaade2ba6cd1efd81e15b92	a7bcfe75ccf76defafb7a3089bda9929	f5d79cbd0ec9636cc68cf1eb848d3418	The residents seem to be enjoying themselves and there is a lot of laughter.	Secondly, universal credit will ensure that it is always worth while people working and always worth while working a little harder.	FALSE	1	2	2	2	2	text one more representative of <STYLE>
Positive Emotion	9a4db43d7159dc22cd7cdda980128f2e	bc6c3ee1d54d6de8e78d45a156a9a225	fb5cd5d13a115e807245e05f22a681a5	She spoke with -      The hon  Member for Thurrock    knows that I regularly offer praise when a good speech is made.	We were pleased to hear the maiden speech of the hon  Member for Perth and Kinross  .	FALSE	-1	2	2	3	3	text two more representative of <STYLE>
Positive Emotion	9d640e0f8c1f33d85ece6b0171fd8880	102537c841222b604088f7ee2b652d39	f0523ca2d29c2999ec19b94e09491b96	On a personal matter, may I wish  the right hon  Member for Livingston    a happy birthday?	The hon  Gentleman is always jumping in; he is a bit too keen.	FALSE	1	NA	NA	1	1	text one more representative of <STYLE>
Positive Emotion	9f6bc1795d8b8ee80373f135d1d3044d	84225f8f4609b80de40265e70c29b061	1ea8efc8fd90f8d81135fa2f58fc792c	I thank the Prime Minister very much for staying to hear that and responding.	I enjoyed listening to  the hon  Member for Caithness, Sutherland and Easter Ross   , but he is about five years behind the times.	FALSE	1	3	3	2	2	text one more representative of <STYLE>
Positive Emotion	9f9515b700de6db65e73718d3975ff16	c3bb772b4cda615eeec07f9179b64cde	f9f300b5979ac342e5e75725770dc205	I was delighted to hear at the outset of the Minister's speech that great minds think alike.	I should be grateful to hear what the Minister has to say about that.	FALSE	0	2	2	2	2	both similarly representative of <STYLE>
Positive Emotion	a7a83d5860b231bf4ba54fc6c0d4f267	a7f20b7310ec5565ec8b794b0da174fb	21d29243d1f6bf29311437d9e2677b29	You rarely saw him without a smile on his face, but that smile was not a smile of appeasement; it was a smile of geniality and it was a smile of good will.	I am glad to hear that she has visited mother and baby units, as I have.	FALSE	1	5	5	3	3	text one more representative of <STYLE>
Positive Emotion	a98c808d067e6f52dd607914e606927e	134c5396e9dfa0d870c7431000abd306	04a78783fcd76b6c68a67e8db51d9799	The problems certainly would have been far greater had it not been for the excellent facilities and staff which it will inherit from Central region.	I am glad to hear that the hon  Gentleman has come to our view.	FALSE	-1	2	2	4	4	text two more representative of <STYLE>
Positive Emotion	ada36fb170af185bc435b8fbc897b206	e11eb2b20df7c14816a12d6a6183ab0f	e59d9a2f734a51a0b2c241326671628f	I am delighted to say that she is now well and has enjoyed a long and happy life since that Christmas.	I am referring to  the hon  Member for Wakefield   , to whose contribution we look forward with eager anticipation.	FALSE	-1	5	5	5	5	text two more representative of <STYLE>
Positive Emotion	b14f61f2a6267a8ea383813eff2d35b9	3a3ffeec743767258974ae30d25278f0	d706eb5d9669691577ba387366860a7e	I am glad that the Government have now recognised formally that it does invaluable work, and that they have withdrawn this proposal.	Will he therefore confirm that many local councils that were hoping to reap economic benefits from additional regional routes may in fact end up having to subsidise loss-making routes?	FALSE	1	2	2	1	1	text one more representative of <STYLE>
Positive Emotion	b3ca070511ce3076dbf7570511a9dbc2	fa7c8284663a5ca70fca31c297ebf48c	af4f69decec3c2a7c350278038d214ca	The Minister is nodding; I am grateful for that, and I look forward with anticipation to his reply.	I accept that he has a point of view, which he puts across with good humour and good grace, and it was a pleasure to be in the Chamber for that.	FALSE	1	4	4	1	1	text one more representative of <STYLE>
Positive Emotion	bb4ec09cc4ff3ff26f171495d9e873ae	b4c7fc6655ee65c9ebed55e6b6fd10d3	adee177b8ee155fe7d5057d06f83332b	It is always a joy - a titillating delight, no less - to listen to him.	Forgive me; I have treated the hon  Gentleman with the utmost courtesy, as I always do, and I am happy to discuss the matter further with him.	FALSE	1	3	3	2	2	text one more representative of <STYLE>
Positive Emotion	bbe170c9532479f6ec27b4beab2e545d	8efe0063b1306855425a4db4eacd5e93	34084e6c705b7ddda48bc8ad605ec07e	I am very happy to wish a happy birthday to members of the Conservative party.	I hope that the Secretary of State took away several points from the exhibition.	FALSE	1	NA	NA	NA	NA	text one more representative of <STYLE>
Positive Emotion	bcfe978b19ced63391d0f9be544fc049	8c5cffd89120372f392ba3d1df457404	fae4fc5302fc88585bcea475c5e010ef	The Government should apologise for 14 wasted months rather than  Celebrating 14 months of achievement.	Forgive me if I have had not heard the hon  Gentleman correctly because of the hubbub in the Chamber; it is wonderful that everybody is so excited about women and equalities today.	FALSE	-1	1	1	3	3	text two more representative of <STYLE>
Positive Emotion	bdf531afc04e06176a81c4018c729b28	e47e8ac9505816fd00584890587f3afb	570602535194acc729c768f033520cc9	We are always delighted when the Minister seeks to be helpful and we appreciate it.	I look forward with keen anticipation to dealing with those issues on Monday and Tuesday.	FALSE	1	4	4	3	3	text one more representative of <STYLE>
Positive Emotion	beb696a9e5ace9cc68d44dc00532be62	f595a65ea4bb597e2dcce9e7a1929469	133ac3cc421e886fa696ca2bae6de929	I see the shadow Foreign Secretary smiling, and he has obviously acknowledged the point.	I do not seek to make this a partisan issue, but it is true that the Conservatives probably place greater weight on it than do those on the Labour Benches.	FALSE	1	NA	NA	1	1	text one more representative of <STYLE>
Positive Emotion	c029fe738d5def3392244fe9aac9bb1c	29d27f02152beda9d09d830562325122	686025f4fd517ceda6f0e5a30d26a90f	I am pleased to hear the shadow Minister saying, ""Hear, hear.""	It is always an enjoyable experience to address a packed Chamber at 6.29 pm.	TRUE	1	4	4	NA	NA	text one more representative of <STYLE>
Positive Emotion	c82aca2de8c49bb7f2cce8c9a6a8ea88	0de8ae1b28d8015e56d7d078023641b1	e04f9f0984ee1f9d1ec4d14317189049	I have raised the matter several times during business questions, as have hon  Members on both sides of the House.	On Monday this week, another south Birmingham MP and I met South Birmingham primary care trust to talk about the situation in south Birmingham.	FALSE	-1	1	1	3	3	text two more representative of <STYLE>
Positive Emotion	c9e006f74bb7a14173f7775820e7ee1a	05d7f5b54ed71b2ab4889e244f007a2d	527677ebb269b7dd8689007ad371dfd3	When we celebrate her birthday, we celebrate the values that have illuminated her life.	He would have liked and appreciated those sentiments and the spirit with which they were expressed.	FALSE	0	5	5	5	5	both similarly representative of <STYLE>
Positive Emotion	d706712a4ed7bc185a439fb7516f25c1	5d0fe9d93ddb35be6fdae8dbc6d2d03c	1ba8df6e38d829db8304969e7076f66e	Today's debate has been extremely lively, interesting and, at times, amusing and much good wit and humour have made it a delight.	Nothing surprises us about the Opposition or about what goes on on the Opposition Benches.	FALSE	1	5	5	1	1	text one more representative of <STYLE>
Positive Emotion	dd5a3ccd09760ea7337a54d01ef8e349	711aac6f0748ba092e34dc792766607e	2c756fbe37fedf0e01ddb74935da859d	I congratulate my right hon  Friend warmly on this wonderful announcement for Britain's pubs.	If he is really as keen on democracy as he says he is, it would have been courteous to ascertain how many Opposition Members would have liked to contribute to the debate.	TRUE	1	4	4	NA	NA	text one more representative of <STYLE>
Positive Emotion	e229082547f82c424572f811edd8ccbb	87dd109c2863b20b210193d2e02b4ea0	911b573cda3a0d90490987b56cade4a0	I presume that the former chairman used that wonderful language when no choice was available.	I want to wish everyone present a very happy Christmas - none of this American happy holidays nonsense.	FALSE	-1	NA	NA	NA	NA	text two more representative of <STYLE>
Positive Emotion	e7d457f623d3c19f85e9c9e0d3e430d4	6f1511892e4bedaf09036c25c9279436	e836446e1230d8592bdbb0f7d291044d	I am sure that the Committee looks forward to that prospect with eager anticipation.	In the meantime, I hope that we can look forward to an interesting and lively debate on Royal Air Force matters this afternoon.	FALSE	0	4	4	4	4	both similarly representative of <STYLE>
Positive Emotion	eb0fdecd8189fcca9ee78afdd00c76bc	39420194c62e4edb2ea0ac70f00b99f6	c8e869fc989aaa1cd8b9f6fa1298431e	They are appreciated by the self-employed, and I am glad that no attempt has been made to change them.	We look forward with great excitement to 1 April when it will be up and running.	FALSE	-1	3	3	4	4	text two more representative of <STYLE>
Positive Emotion	ef41790aacf1e770c59e7d83a8a139e3	57bdcd30eb85b119cdbd4763db061dfd	640e6f503fadf058bca48145f4d4878d	I look forward to watching my friends restore pride in local government and pride in Somerset.	Frankly, I am not very impressed by the macho treatment of the other place.	FALSE	1	5	5	1	1	text one more representative of <STYLE>
Positive Emotion	efe3663d6d28c7f55d617f8dd78c9f32	4f0fc33e1e400bf119db220f451b891e	be1f073249292ce0dc54463d64b5318d	It is a great pleasure to be called to speak in the debate on the cost of central Government.	I regret that the implication of the proposal is that we are to lose that cross-cutting, cross-departmental scrutiny, which has been such a good thing.	FALSE	1	3	3	1	1	text one more representative of <STYLE>
Positive Emotion	f1ec4186dcd8c7079758454317a7f3ff	b5d32770a195eee95b0017c3fea44979	70c4e222a17c0c56947fe28d8b64cfa6	It is tempting on such an occasion to attack and compliment the BBC in equal measure.	The Secretary of State deserves slightly more enthusiastic praise than we heard from the Liberal Democrat Benches.	FALSE	-1	NA	NA	NA	NA	text two more representative of <STYLE>
Positive Emotion	f21b62347df665ffb9fd6e957b8705ad	d03d9cc87f913d0affcc4ce54162efbd	ae163b3ec06cd2184d4b4e3784f1a07b	It seems from the speeches of the hon  Members for Stone   and for Harwich and North Essex   that they wish to run away from the European Union.	It is now rumoured that he is composing another song called ""I love Southend"" - good luck!	FALSE	-1	1	1	4	4	text two more representative of <STYLE>
Positive Emotion	f3e6db5fa5096f6d0e90c778ff14fb05	1d999d9ee5c191f0c905ae22bf9f759e	9e68fa7f9506f845a63ab5d770209540	It was not only a lovely house but a lovely home, where two wonderful people lived.	The lessons we learned during the inquiry and the themes I want to highlight today can only be summarised as legislation, trepidation and education.	FALSE	1	5	5	1	1	text one more representative of <STYLE>
Positive Emotion	f439e051b21d97712fe049360737188a	9803275ad8c8df59458fb3a82150dd0a	9311de7f6b346ea01004f9bfc2970447	It is a pleasure to speak in this debate - from the Back Benches on this occasion.	I am delighted that it is customary for Members to use their maiden speeches to pay tribute to their predecessors.	FALSE	-1	2	2	3	3	text two more representative of <STYLE>
Positive Emotion	f4deef1263a1dcfa87c7e9ceadad9eb9	0b2a18f475a1d5e2d69c3c3bcfdc04d1	eb7d6855836df259e70b6b8dc8066354	It says that the House  notes that there is considerable unease among the people of South East Wales"".	My hon  Friend puts his case with his customary passion - more passion than I am perhaps able to display.	TRUE	-1	1	1	NA	NA	text two more representative of <STYLE>
Positive Emotion	fa39878a7ea6b8593b51f972e4f597ff	90d321c3f4b0244fdef43b79c9369b22	d98b9ff357d8b6699b28a72513246615	This is old Labour's finest hour in the shape of the Minister of State enjoying it.	They are not always entirely illuminating, but they are always hugely enjoyable and humorous.	FALSE	-1	2	2	4	4	text two more representative of <STYLE>
Positive Emotion	fcb4cc5ba2de7cebc489db698b494441	e1495199f7ad1424613c30fc22e2b520	1336b6eb5ec5feeb86fc3e60ab9d65f0	Considerations such as the impact on victims of a chance encounter with an offender or, in cases that attract media interest, hearing about community leave in this way, will be taken into account.	His was an interesting and enjoyable contribution, and we look forward to hearing him speak on many occasions in future.	FALSE	-1	NA	NA	NA	NA	text two more representative of <STYLE>
Positive Emotion	fce31c6ec6c77d0298da5292c9568703	c74a2e72c23a2fdb092ebdb4579c0acb	05d65d586114e835c2d10fb43a358ebe	After several psychologists I tried this one amazing person that I had heard was great for anxiety.	They are lovely people, and it is a great pleasure to represent them.	FALSE	-1	1	1	4	4	text two more representative of <STYLE>
Positive Emotion	ff66ce3cbb902c9d15f1d8a24f413ead	d764ab87de5bb81f4bb38d0e4c833d9f	d71fb77d51b3f563a3404b7900f1bfad	One gentleman said to me, ""The trouble was that I really enjoyed taking drugs.	A little excitement is a good thing; too much excitement is a bad thing.	TRUE	-1	NA	NA	NA	NA	text two more representative of <STYLE>
Repetition	0058f86b8f5d3bdea8db83f6843a1d73	e1fbf40470417cacc99c5c6aa963d7c2	7990532bba770b7915353356beb98598	I notice that, in considering the Chief Secretary to the Treasury, the right hon  Member for Enfield, Southgate  ,  The Guardian  has blown the gaff:  Why not, then, give Mr. Portillo a proper, grinding job?	After the treaty is passed by the House and another place -      Is the right hon  Gentleman saying that if or when the treaty is passed by this place and another place, and in the strange circumstances in which he might one day be Foreign Secretary, he would hold a referendum on a treaty already passed by the House?	FALSE	-1	NA	NA	NA	NA	text two more representative of <STYLE>
Repetition	015c021422fc4ff05f6b5e89d815191d	5f16f36ad23d63400593d1f3512d6ee7	133ae3e55cb4aeb685f76b2a9c252f2e	The report shall include, in particular, information in respect of the relevant period on -     the number of first-time buyers benefiting from the relief,    the number of purchases benefiting from the relief,    the average age of first-time buyers benefiting from the relief,    the effects on the operation of the private rented sector,    the effects on council housing and other social housing,    the effects on the supply of affordable housing, and    the effects on the operation of collective investment schemes under Part 17 of the Financial Services and Markets Act 2000.	Undoubtedly the most unsettling part of the text is in article 100, which reads:  ""Without prejudice to any other procedures provided for in the Treaties, the Council, on a proposal from the Commission, may decide, in a spirit of solidarity between Member States, upon the measures appropriate to the economic situation, in particular if severe difficulties arise in the supply of certain products, notably in the area of energy.""	FALSE	1	4	4	NA	NA	text one more representative of <STYLE>
Repetition	018da905fd2746de616d986133c70cb4	49839430e9a071ea03bd8052297167d0	12572d6933b5b9e59146122e3b18d762	That would not only reduce the food miles and manufacturing miles that result from products coming in from China on ships and aircraft, but would be good for Britain and its manufacturing industry.	As there will be only a small number of such children in an individual local authority, the first stage is to map where the provision is so that local authorities can work together more closely and find suitable places, if necessary outside the local authority area, for the small number of children with high levels of need.	FALSE	-1	2	2	3	3	text two more representative of <STYLE>
Repetition	024a07fc69cb68cf8d6e3c80fe1555d9	ce14006eeebd8f43be7d83e505a52bc7	7628f51037963ffc79fe6a998d67f8e9	I can now inform the House that 37 Squadron RAF Regiment based at RAF Wittering will disband by March 2006, that 16 Squadron, based at RAF Honington, will disband by March 2007 and that 15 Squadron and the RAF GBAD wing headquarters, which is also based at RAF Honington, and 26 Squadron based at RAF Waddington, will disband by March 2008.	There are nine grant-maintained schools in Dartford - the Dartford grammar school for boys; the Dartford grammar schools for girls; the Wilmington grammar school for boys; the grammar school for girls, Wilmington; the Horton Kirby primary school; the Sutton-at-Hone primary school; Wilmington primary school; the Holy Trinity Church of England primary school; and Our Lady Roman Catholic school in Hartley.	FALSE	-1	4	4	5	5	text two more representative of <STYLE>
Repetition	02f3368ac37741ae8f9301aaf3947c3e	cdf1e12e11258f7efefaa2e94b46c38a	497263c07589000aca908be82d63a7f2	Output options and share options can be hedged against different currencies and I surmise that the present fall in the stock market is indirectly caused by margin calls on derivative contracts in the United States.	If an annual report is to be published, will the Government show, under the countryside section, how many farmers have gone under in the past 12 months, and the average income of farmers; how many post offices have closed in the past 12 months, and how many are expected to close when the social security payments are changed; how much extra petrol tax people living in rural areas have paid over the past 12 months; and how many rural schools have closed over the past 12 months?	TRUE	-1	2	2	4	4	text two more representative of <STYLE>
Repetition	041de7e6d49727af406c366044cf1dae	e3330ccfbf73a087ac4637e2df0a627a	c91116b5e787cc1ef2c7c83de0cb5bc5	France is not copying Conservative economic policy; Germany is not copying Conservative economic policy; the current Administration in America are not copying Conservative economic policy and the future American Administration are not copying Conservative economic policy.	I have every sympathy with their search for answers and explanations, and I would use this occasion - as no doubt the hon  Gentleman would - to urge them, if they  have suspicion about this, to approach their health authority, which has, in any case, just commissioned a statistical survey of the incidence of birth defects in the area covered by the trials.	FALSE	1	NA	NA	NA	NA	text one more representative of <STYLE>
Repetition	048ef4d4b63d813e7b1bca81a24dfb26	787426b54b555eee2178fe12197e11f2	bbdc6c09e0163910a40678180f6c8101	122B , line 9, leave out ""Select Committee on Public Administration"" and insert ""Public Administration and Constitutional Affairs Committee"";    In  Standing Order No. 143 , line 69, leave out ""Select Committee on Public Administration"" and insert ""Public Administration and Constitutional Affairs Committee"";    In  Standing Order No.	It refers to  ""representatives of fire and rescue authorities or organisations representing fire and rescue authorities"",  and to  ""representatives of private sector employers or organisations representing private sector employers"".	TRUE	1	NA	NA	NA	NA	text one more representative of <STYLE>
Repetition	0987b00ace8dcfe555fcd74fe55e4eee	660edb744a85b8f0e300c132df1c95f8	d409dd30a44950fe1f2092afbb5fbef3	It is right that when people decide, for reasons of jealousy or whatever else - misogyny is sadly all too common still - that they cannot accept a democratic result, they cannot then behave in a manner that goes totally against the spirit of democracy and living in a free society.	In section 75   in subsection  , paragraph  , after the words ""the Society of Friends"" there is inserted ""or of an approved organisation""; and in subsection  , paragraph  , after the words ""the Society of Friends"" there is inserted ""or of an approved organisation."".'.	FALSE	-1	NA	NA	NA	NA	text two more representative of <STYLE>
Repetition	17bc75b51d87c92f0d1617a5ba8044ec	19ce56b3178944d823cf69c2ce695378	cb4fc1545ba96ec9f40ac529192db29b	I will come to that later, but for now let me just say that students who come from overseas to this country genuinely to study should not in my view be properly understood as migrants, in the sense that they come here to stay and settle, that by being in this country for a given period of years they somehow acquire rights to stay that they did not have at the outset, or that they are somehow the source of political anxiety about immigration-they are not.	All that would have been different if the Secretary of State's predecessor had implemented a pledge that he gave the House in March 1993:  to establish for the first time a police authority for the Metropolitan police on the new national model separate from the Home Office and with essentially the same tasks as police authorities elsewhere."" -      Six weeks after the Home Secretary made that statement, there was a new Home Secretary, and six weeks later there was one of the fastest U-turns on records.	FALSE	0	4	4	4	4	both similarly representative of <STYLE>
Repetition	1aff5cdd9cb60e66e202ff7d6a940e32	7804b57b54ed56d330ef70aa66260feb	e9e7996a17bae93368a6ceb3eed0be8f	I cleave to the view that the Standing Committee procedures - whereby Ministers can be questioned and a debate can take place - have a good deal to commend them.	Where personal care is provided at home as part of a package of continuing care that it falls to the local authority to provide, there is no reason why the local authority should not be required to provide it free in the same way as personal care that is not provided as part of a package of continuing care.	TRUE	-1	NA	NA	3	3	text two more representative of <STYLE>
Repetition	1dd52856298f7832d1d7466b6ec1386a	bc240cf11e85e275c208b3b074a2adc9	b17a1091d2b8ad7ceee38462726dcd55	To have a referendum on the future of Scotland within the UK, but with businesses and unions limited in their ability to campaign by imposing lower spending limits than the Electoral Commission recommended, and to have a referendum on the future of Scotland within the UK but with far lower spending limits for the umbrella campaign groups than was recommended by the Electoral Commission and that were in place for the Welsh referendum and the AV referendum: these will both be seen for what they are.	The House Builders Federation has said:  The social and economic consequences of not building enough houses are being ignored by many commentators.	TRUE	1	4	4	1	1	text one more representative of <STYLE>
Repetition	1e681b4a195b5cadd50b7063d96b14dd	b192cae65d919ed53b5f9f8965bd5779	eb1f4c8ab4011fd28d6bf3bfb0bb430d	Many right hon  and hon  Members will have been completely unaware of what she looked like until she gained notoriety as the first Member of Parliament for 140 years to be disqualified for electoral fraud.	We want to reinvigorate local government in ways that encourage increased democracy, giving local people the chance to have more of a say in the affairs of their council; ways that encourage increased autonomy, giving authorities more freedom to take their own decisions; ways that encourage increased accountability, making elected representatives more visibly accountable for their actions; and ways that encourage increased partnership between central and local government and among local authorities and people, businesses and other groups in their area.	FALSE	-1	2	2	NA	NA	text two more representative of <STYLE>
Repetition	1e8b6dd631747013ffd3e5d73ccc5dcb	b33219476d96c83854626d0d270bacb7	402cbadd63e0d852d7cd776c6c2a0a5e	There is now a long list of things that make it an offence to cause an animal fight, receive money for admission to an animal fight, publicise an animal fight, provide information about an animal fight, make or accept a bet on an animal fight, take part in an animal fight, possess anything designed or adapted to be used in an animal fight, keep or train an animal for use in an animal fight, keep any premises used in an animal fight and be present at an animal fight.	I can imagine what it would have been like if I had been on her side of the House and she had been on my side and, immediately after a general election in which the matter had not been raised in debate, the Government said, ""We think that we're now going to change the arrangements for the Dissolution of Parliament.""	FALSE	1	5	5	NA	NA	text one more representative of <STYLE>
Repetition	1eca2d9bdd1b16a77a67a4fd3eba35cf	05f74646881a23d1e2723f45f911a212	7745f6bb72a6d4214b39f8e409aaeb21	There are those, including MIND, who argue that the Bill contravenes the European convention on human rights, in particular the right to liberty, the right to respect for private life, and the right to exercise these rights free from discrimination on grounds of race, gender, sexual orientation, class or any other status.	In the east midlands, about 6,500 new jobs have been announced so far this year, in the east of England, 4,700, and in the south-east, around 7,500.	FALSE	1	4	4	1	1	text one more representative of <STYLE>
Repetition	26cee0cb717e289c095540fce1503ea6	965e4e635f633228e8e2f04ca4f772d9	6933c80e99d845910aa91cdcce4a0720	I also pay tribute to other Conservative colleagues for their contributions throughout the debate, notably my hon  and learned Friend  the Member for Torridge and West Devon   , my hon  Friend  the Member for Bromley and Chislehurst   , my right hon  and learned Friend  the Member for Beaconsfield   , my right hon  Friend  the Member for Wantage   , my hon  Friend  the Member for Harwich and North Essex    and my right hon  Friends the Members for Basingstoke   and for Chingford and Woodford Green  .	The EU could invest in solar forests in Greece to generate energy for the rest of Europe, in connectivity such as railways and roads to boost the holiday industry, in infrastructure in the holiday industry, or in broadband across Greece.	FALSE	1	4	4	3	3	text one more representative of <STYLE>
